product_id,neg,neu,pos,compound
B09MT94QLL,0.041,0.818,0.142,0.4246
B07NKNBTT3,0.023,0.66,0.317,0.9967
B09KPXTZXN,0.0,0.663,0.337,0.9776
B078HG2ZPS,0.0,0.684,0.316,0.8966
B07N2MGB3G,0.042,0.66,0.298,0.9966
B008LN8KDM,0.071,0.691,0.238,0.9745
B08MZNT7GP,0.044,0.85,0.105,0.9579
B009P2L7CO,0.0,0.734,0.266,0.765
B07YC8JHMB,0.087,0.792,0.121,0.926
B0BNQMF152,0.015,0.762,0.222,0.9698
B08J7VCT12,0.043,0.844,0.113,0.802
B0989W6J2F,0.016,0.663,0.321,0.9908
B0B84KSH3X,0.0,0.757,0.243,0.9331
B08HLC7Z3G,0.039,0.859,0.102,0.9489
B0BN6M3TCM,0.0,0.781,0.219,0.9949
B01L6MT7E0,0.042,0.867,0.091,0.9947
B0B9F9PT8R,0.041,0.778,0.18,0.9977
B0883LQJ6B,0.069,0.748,0.183,0.9206
B099Z83VRC,0.049,0.787,0.164,0.9743
B00S9BSJC8,0.042,0.766,0.191,0.9995
B0B4SJKRDF,0.02,0.688,0.292,0.9907
B0BM4KTNL1,0.043,0.787,0.169,0.9048
B08S6RKT4L,0.043,0.805,0.152,0.9684
B09SZ5TWHW,0.128,0.758,0.115,-0.3662
B0BLC2BYPX,0.007,0.764,0.23,0.9952
B00P0R95EA,0.0,0.657,0.343,0.8885
B07W4HTS8Q,0.093,0.556,0.351,0.974
B078JBK4GX,0.0,0.711,0.289,0.9934
B08S7V8YTN,0.0,0.675,0.325,0.9933
B07H5PBN54,0.023,0.692,0.285,0.9959
B07YCBSCYB,0.063,0.655,0.282,0.9467
B098T9CJVQ,0.028,0.648,0.325,0.9904
B01KCSGBU2,0.057,0.812,0.131,0.9536
B095XCRDQW,0.138,0.779,0.083,-0.9399
B09CTWFV5W,0.038,0.781,0.18,0.9709
B0B7NWGXS6,0.167,0.745,0.089,-0.296
B07DZ986Q2,0.095,0.81,0.094,0.0582
B07KKJPTWB,0.071,0.744,0.185,0.9675
B071R3LHFM,0.086,0.84,0.074,-0.0735
B086X18Q71,0.08,0.781,0.14,0.9348
B07WVQG8WZ,0.059,0.767,0.175,0.9966
B0BFBNXS94,0.113,0.778,0.109,-0.0258
B071113J7M,0.028,0.76,0.212,0.9908
B09YLWT89W,0.079,0.827,0.094,0.9792
B0814LP6S9,0.0,0.863,0.137,0.8951
B07BKSSDR2,0.03,0.872,0.099,0.965
B09VGS66FV,0.038,0.737,0.225,0.9913
B07RCGTZ4M,0.055,0.759,0.186,0.9966
B0747VDH9L,0.007,0.88,0.113,0.9757
B08XLR6DSB,0.023,0.727,0.251,0.9863
B08H6CZSHT,0.026,0.716,0.258,0.9594
B07CVR2L5K,0.048,0.717,0.235,0.9854
B09J4YQYX3,0.046,0.762,0.192,0.9927
B0B2DD8BQ8,0.097,0.725,0.178,0.9797
B0123P3PWE,0.064,0.811,0.125,0.4885
B08HDCWDXD,0.1,0.726,0.174,0.8767
B0836JGZ74,0.073,0.868,0.059,-0.0462
B0BCKJJN8R,0.055,0.871,0.073,0.8309
B008P7IF02,0.059,0.811,0.13,0.9989
B08CNLYKW5,0.032,0.816,0.153,0.7509
B08C7TYHPB,0.0,0.709,0.291,0.9762
B08VJFYH6N,0.048,0.723,0.23,0.9957
B08235JZFB,0.101,0.74,0.159,0.802
B078XFKBZL,0.065,0.85,0.085,0.5778
B01M265AAK,0.054,0.789,0.157,0.9935
B0B694PXQJ,0.0,0.754,0.246,0.9712
B00B3VFJY2,0.0,0.8,0.2,0.5423
B08W9BK4MD,0.022,0.733,0.245,0.9797
B09X5HD5T1,0.013,0.736,0.25,0.9935
B08H6B3G96,0.022,0.844,0.134,0.963
B09N3BFP4M,0.086,0.803,0.111,0.2797
B09DSQXCM8,0.04,0.819,0.141,0.9681
B01M69WCZ6,0.071,0.757,0.171,0.974
B0BM9H2NY9,0.0,0.659,0.341,0.9594
B099FDW2ZF,0.072,0.767,0.161,0.976
B0B935YNR7,0.134,0.694,0.171,0.5059
B07JGCGNDG,0.026,0.79,0.184,0.8253
B07GWTWFS2,0.055,0.77,0.176,0.9886
B09KRHXTLN,0.213,0.647,0.14,-0.6561
B09H34V36W,0.053,0.701,0.246,0.9925
B09J2QCKKM,0.072,0.744,0.183,0.9788
B09XRBJ94N,0.03,0.842,0.129,0.9681
B07SLNG3LW,0.021,0.671,0.308,0.9832
B0BNDGL26T,0.084,0.788,0.128,0.9117
B095PWLLY6,0.017,0.805,0.178,0.7498
B07Y9PY6Y1,0.077,0.724,0.199,0.989
B0BJ966M5K,0.0,0.806,0.194,0.9501
B086GVRP63,0.045,0.78,0.175,0.9957
B08MVXPTDG,0.094,0.691,0.215,0.8523
B0BMZ6SY89,0.042,0.708,0.25,0.9769
B09P1MFKG1,0.064,0.53,0.406,0.9765
B01LY9W8AF,0.024,0.671,0.306,0.979
B07ZJND9B9,0.085,0.644,0.271,0.9488
B0B2CWRDB1,0.072,0.643,0.285,0.982
B072NCN9M4,0.038,0.751,0.211,0.9998
B08SKZ2RMG,0.104,0.712,0.184,0.9426
B0B53DS4TF,0.04,0.605,0.355,0.998
B08BJN4MP3,0.028,0.733,0.239,0.9942
B0BCYQY9X5,0.053,0.696,0.251,0.9933
B009UORDX4,0.0,0.631,0.369,0.9749
B08VGDBF3B,0.0,0.881,0.119,0.8462
B012ELCYUG,0.0,0.846,0.154,0.7814
B07S9M8YTY,0.156,0.697,0.147,0.122
B0B19VJXQZ,0.032,0.88,0.088,0.9979
B00SMFPJG0,0.038,0.703,0.26,0.947
B0BHYLCL19,0.122,0.74,0.138,0.6935
B0BPJBTB3F,0.0,0.821,0.179,0.7902
B08MXJYB2V,0.0,0.688,0.312,0.9628
B081B1JL35,0.159,0.594,0.248,0.6173
B09VL9KFDB,0.124,0.678,0.198,0.6511
B0B1MDZV9C,0.059,0.776,0.164,0.9962
B08TT63N58,0.045,0.813,0.142,0.8922
B08YK7BBD2,0.091,0.817,0.092,-0.1573
B07YQ5SN4H,0.072,0.793,0.136,0.8734
B0B7FJNSZR,0.053,0.853,0.094,0.5859
B01N6IJG0F,0.0,0.832,0.168,0.8777
B0B84QN4CN,0.0,0.775,0.225,0.7906
B0B8ZM9RVV,0.017,0.737,0.246,0.9841
B01892MIPA,0.109,0.785,0.106,0.3266
B08ZHYNTM1,0.082,0.713,0.205,0.8705
B09SDDQQKP,0.044,0.752,0.205,0.9924
B0B5RP43VN,0.0,0.775,0.225,0.9889
B096NTB9XT,0.201,0.74,0.058,-0.9769
B078JF6X9B,0.014,0.913,0.074,0.9956
B08CGW4GYR,0.023,0.776,0.201,0.9945
B00A328ENA,0.0,0.829,0.171,0.9718
B0763K5HLQ,0.033,0.76,0.207,0.9969
B09PDZNSBG,0.016,0.722,0.262,0.9982
B085LPT5F4,0.0,0.964,0.036,0.296
B0B9RZ4G4W,0.0,0.5,0.5,0.9978
B0085W2MUQ,0.027,0.83,0.143,0.9859
B09474JWN6,0.011,0.716,0.273,0.9949
B09G2VTHQM,0.036,0.864,0.1,0.9616
B07R679HTT,0.0,0.765,0.235,0.943
B00B7GKXMG,0.046,0.603,0.351,0.9342
B07H3N8RJH,0.047,0.739,0.214,0.9954
B07K2HVKLL,0.026,0.856,0.118,0.8804
B09MQ9PDHR,0.079,0.632,0.289,0.9865
B014HDJ7ZE,0.111,0.858,0.031,-0.9228
B07D2NMTTV,0.012,0.771,0.216,0.9919
B075K76YW1,0.0,0.758,0.242,0.9421
B0BNLFQDG2,0.0,0.878,0.122,0.2023
B082ZQ4479,0.0,0.82,0.18,0.6581
B09Y358DZQ,0.062,0.811,0.127,0.8082
B09M3F4HGB,0.024,0.781,0.195,0.9986
B07VZH6ZBB,0.06,0.911,0.029,-0.8836
B07F366Z51,0.049,0.728,0.223,0.9836
B077BTLQ67,0.052,0.861,0.087,0.9503
B07YSJ7FF1,0.0,0.805,0.195,0.4404
B07TXCY3YK,0.0,0.878,0.122,0.2382
B07TC9F7PN,0.033,0.818,0.149,0.9489
B09NS5TKPN,0.094,0.68,0.226,0.9904
B00LP9RFSU,0.034,0.83,0.136,0.9904
B0B7L86YCB,0.102,0.809,0.089,0.3514
B09VPH38JS,0.0,0.892,0.108,0.9153
B01MUAUOCX,0.024,0.751,0.225,0.9714
B09MB3DKG1,0.087,0.706,0.207,0.991
B08QHLXWV3,0.103,0.672,0.225,0.9755
B07G147SZD,0.068,0.789,0.143,0.976
B09LH32678,0.007,0.737,0.256,0.9907
B09R1YFL6S,0.051,0.595,0.354,0.96
B07Q4NJQC5,0.052,0.774,0.174,0.7857
B097RN7BBK,0.0,0.786,0.214,0.976
B097MKZHNV,0.072,0.807,0.121,0.8729
B07LG96SDB,0.095,0.874,0.031,-0.5106
B08KS2KQTK,0.046,0.798,0.156,0.9857
B095K14P86,0.079,0.797,0.125,0.9732
B08K36NZSV,0.036,0.828,0.136,0.9204
B07LDPLSZC,0.045,0.642,0.313,0.9717
B07F1T31ZZ,0.079,0.828,0.094,0.0148
B0BNDRK886,0.062,0.788,0.149,0.9609
B09ZVJXN5L,0.051,0.727,0.223,0.8151
B08JKPVDKL,0.0,0.828,0.172,0.9159
B09JFR8H3Q,0.0,0.794,0.206,0.886
B07LDN9Q2P,0.0,0.742,0.258,0.5965
B08T8KWNQ9,0.039,0.874,0.087,0.7722
B07Y1RCCW5,0.038,0.83,0.132,0.9134
B0762HXMTF,0.014,0.79,0.196,0.991
B00K57MR22,0.029,0.77,0.201,0.981
B07TTSS5MP,0.022,0.681,0.297,0.992
B09ZDVL7L8,0.0,0.761,0.239,0.9399
B09XHXXCFH,0.0,0.781,0.219,0.9077
B0BL3R4RGS,0.105,0.59,0.306,0.8899
B07P1BR7L8,0.0,0.811,0.189,0.9623
B078WB1VWJ,0.06,0.776,0.164,0.9292
B0BP89YBC1,0.057,0.772,0.171,0.8885
B09W9V2PXG,0.018,0.815,0.167,0.9921
B09XTQFFCG,0.009,0.699,0.292,0.9974
B08LVVTGZK,0.01,0.725,0.265,0.9973
B07J2BQZD6,0.036,0.732,0.232,0.9678
B07HK53XM4,0.123,0.776,0.101,-0.7265
B08RDWBYCQ,0.0,0.88,0.12,0.6486
B09FHHTL8L,0.071,0.733,0.196,0.899
B0BHNHMR3H,0.0,0.698,0.302,0.9231
B07D8VBYB4,0.062,0.749,0.189,0.9157
B0B3TBY2YX,0.038,0.83,0.132,0.992
B088WCFPQF,0.012,0.8,0.188,0.998
B07JZSG42Y,0.07,0.741,0.188,0.9891
B08YRMBK9R,0.041,0.86,0.099,0.4767
B00935MGHS,0.072,0.758,0.169,0.9362
B07B5XJ572,0.072,0.745,0.183,0.9513
B086199CWG,0.0,0.77,0.23,0.9778
B0BBWJFK5C,0.051,0.811,0.138,0.973
B07GLS2563,0.052,0.789,0.159,0.9383
B09P182Z2H,0.073,0.778,0.149,0.9512
B0B59K1C8F,0.087,0.818,0.094,0.589
B06Y36JKC3,0.035,0.767,0.198,0.9628
B075S9FVRY,0.0,0.781,0.219,0.9775
B08SJVD8QD,0.049,0.649,0.302,0.9813
B07FJNNZCJ,0.039,0.707,0.254,0.9211
B09MFR93KS,0.008,0.831,0.161,0.9606
B07Y5FDPKV,0.062,0.688,0.25,0.9858
B0756KCV5K,0.027,0.644,0.329,0.9832
B0BJ6P3LSK,0.066,0.813,0.121,0.8722
B09HS1NDRQ,0.059,0.89,0.051,-0.2653
B018SJJ0GE,0.03,0.786,0.184,0.9911
B09FPP3R1D,0.063,0.817,0.119,0.9378
B01F7B2JCI,0.0,0.846,0.154,0.9243
B09NNZ1GF7,0.09,0.592,0.318,0.946
B01CS4A5V4,0.149,0.676,0.175,0.3252
B0BL11S5QK,0.0,0.653,0.347,0.9731
B09BL2KHQW,0.0,0.939,0.061,0.1779
B081RLM75M,0.066,0.722,0.212,0.8843
B07SYYVP69,0.0,0.832,0.168,0.9062
B0BDZWMGZ1,0.0,0.85,0.15,0.8257
B078JT7LTD,0.018,0.733,0.249,0.99
B09WF4Q7B3,0.088,0.84,0.072,-0.7037
B092R48XXB,0.082,0.813,0.105,0.99
B00KIDSU8S,0.238,0.728,0.034,-0.7768
B0977CGNJJ,0.0,0.762,0.238,0.9678
B08WWKM5HQ,0.061,0.597,0.343,0.871
B015GX9Y0W,0.017,0.751,0.232,0.9958
B089BDBDGM,0.02,0.734,0.246,0.9731
B0BPBG712X,0.025,0.678,0.297,0.9841
B00JBNZPFM,0.089,0.717,0.194,0.9755
B08N6P8G5K,0.007,0.686,0.308,0.9984
B07NPBG1B4,0.059,0.637,0.305,0.9814
B01MRARGBW,0.0,0.678,0.322,0.9485
B07VZYMQNZ,0.058,0.847,0.095,0.9425
B01L7C4IU2,0.026,0.653,0.321,0.9813
B09H7JDJCW,0.094,0.749,0.156,0.6816
B07F6GXNPB,0.0,0.964,0.036,0.4404
B0B97D658R,0.042,0.812,0.145,0.9693
B09NFSHCWN,0.065,0.722,0.213,0.9875
B076VQS87V,0.0,0.619,0.381,0.9371
B09LMMFW3S,0.038,0.827,0.136,0.9639
B0BBLHTRM9,0.107,0.778,0.115,0.64
B0BJYSCWFQ,0.0,0.756,0.244,0.9937
B0187F2IOK,0.026,0.707,0.267,0.9751
B0B8CB7MHW,0.073,0.781,0.146,0.911
B07K19NYZ8,0.166,0.489,0.345,0.7643
B08ZXZ362Z,0.214,0.664,0.122,-0.7681
B00GHL8VP2,0.011,0.811,0.178,0.972
B0B9JZW1SQ,0.0,1.0,0.0,0.0
B00TI8E7BI,0.022,0.858,0.121,0.9686
B07J9KXQCC,0.059,0.795,0.146,0.937
B0B3JSWG81,0.119,0.623,0.258,0.7096
B08L7J3T31,0.016,0.763,0.221,0.9468
B01M6453MB,0.122,0.714,0.164,0.7876
B009P2LIL4,0.083,0.718,0.199,0.9698
B00J5DYCCA,0.061,0.882,0.057,-0.296
B01486F4G6,0.007,0.847,0.146,0.9915
